geração;melhor;fitness;cobertura;pior;fitness;cobertura;média;ind_repetidos
0;0001111100001110010111001110011001111000100010;0.834245;8239;0111110011111000110110100011000110000011000101;0.240482;2375;0.50634;1
1;0011011100100110001100010110111010010100111010;0.761138;7517;0111001101111001110001010011001001100010011001;0.302754;2990;0.570721;1
2;1100101000100111010100001110110010001011110110;0.761948;7525;1111101101100001100000010111100110111000000101;0.331308;3272;0.608557;1
3;0001001110001101110111010110110001110110100000;0.766201;7567;1100000010011111101010111001110101000011100010;0.380822;3761;0.644385;2
4;0000000110001101110111010110110101110110100010;0.795869;7860;1101011010101100011000011001111001010101001100;0.448157;4426;0.672647;3
5;0000000110001101110111010110110101110110100010;0.795869;7860;1100110011011011010111100000001111000010011010;0.398846;3939;0.688512;1
6;0001011100000111001101001110111010010001110110;0.800425;7905;1110000100001010101101011111001101011101000001;0.420818;4156;0.70252;2
7;0001101100000110010101011110111011010010100110;0.80407;7941;1000100011100011101101001010001101110101011010;0.442284;4368;0.715331;5
8;0001001100010101001101010110111001110010111010;0.809234;7992;0110110000111001011110011100101001000011110100;0.469927;4641;0.728473;3
9;0001001100010101001101010110111001110010111010;0.809234;7992;1010100000001111010001001111101001101011111000;0.524301;5178;0.739128;7
10;0001111000000111001101000110111100111100101010;0.811057;8010;0010001010100000110111001101001011111001101110;0.520352;5139;0.746331;6
11;0001011000110100011111001110010011011001110010;0.813892;8038;0011011110000001101111011110100010100100110001;0.499696;4935;0.751927;4
12;0000001100010110111111001110010011011001110010;0.825435;8152;1011100001101001001011111110110000001110010010;0.458688;4530;0.754568;7
13;0001011000110110010101001110111001011001110010;0.832422;8221;1100011110010001010000011110110011101100110100;0.504455;4982;0.759959;7
14;0000001100011110010111000110111101010110110010;0.833435;8231;0001011000110000011100010010101101111011110110;0.538983;5323;0.763873;6
15;0000001100011100010111001110111111011100100010;0.82422;8140;0000001110101100010011001100101111010111100011;0.525213;5187;0.763912;2
16;0000001100011110010111010110110010011100110110;0.81936;8092;0100001000010000110111011100101111010110111010;0.548805;5420;0.769993;4
17;0000001000011111010101010110111100111011100010;0.831207;8209;0000010011010100110111010010011001101110101011;0.536756;5301;0.775169;4
18;0001011000010110010101010110111100101011100110;0.829688;8194;0011110000010000110011111010111010001100110110;0.516403;5100;0.77773;3
19;0000100100011100010101010110111001111011110010;0.829081;8188;0101000100111000100101011111111101010110100000;0.545261;5385;0.780422;4
20;0000101000001111010111001110111111010000110010;0.830903;8206;1000011000011011110101010010011101111100001010;0.574828;5677;0.786407;2
21;0000001000001110010101010110111101110110110110;0.83465;8243;0010011000011110110101001010100101101111100010;0.59842;5910;0.789538;5
22;0000001100001110010101001110111101011001110110;0.829384;8191;0100010000000111111010111010011001110110110010;0.549109;5423;0.78993;7
23;0000001100011110010101001110111000011111100110;0.835966;8256;0011011010010000011001001110111001101110101010;0.578068;5709;0.790835;4
24;0000100000010110011101001110111001011101110110;0.83546;8251;0100011000011100110111011110001001111001110000;0.571588;5645;0.791138;5
25;0000001100001110010111001110111001011111100010;0.838599;8282;1000000100110011010101011101011011111001110000;0.673046;6647;0.793885;5
26;0000001000011110011101011110111100111001100010;0.838902;8285;0000000010000111111101101110001111010110111000;0.559336;5524;0.794481;4
27;0000001100011110010111001110111000111001110010;0.840725;8303;1000100001001011011011010110111001010101101100;0.660996;6528;0.796345;3
28;0000001000011110011101010110111001111001110010;0.843661;8332;0010000111001011010111000110101001001111110010;0.626671;6189;0.796456;11
29;0000001000011110011101010110111001011111100010;0.850142;8396;0000100001110100011111001110001101111101110000;0.553868;5470;0.796662;6
30;0000100000000110111111001110111000111101110010;0.842143;8317;0010001001110001010001011110011011001111101010;0.523896;5174;0.799045;6
31;0000100000000110111111001110111000111101100110;0.839712;8293;0001000010101111011011001110001011001011101010;0.56774;5607;0.80132;6
32;0001011000001110011101000110111010011111100010;0.83951;8291;0011101000001110011011010110001111101011100000;0.590117;5828;0.804243;7
33;0000001000011110010111001110111001010111110010;0.84437;8339;0000000110111111011001011110100001001111100010;0.600142;5927;0.803615;6
34;0000100100011110010111001110111000011101110010;0.840725;8303;0000100110101010110101101010100101010111110010;0.558627;5517;0.805699;4
35;0000100000011110011111001110111001011011100010;0.841434;8310;0000001001011000011101001110111101101111100100;0.628595;6208;0.807063;5
36;0000001000011110011101001110011101111001100110;0.841636;8312;0000100100111001010101001010111001101111110100;0.661503;6533;0.806447;8
37;0000001000011110011101010110111001011111100010;0.850142;8396;1000000000101110011101001110101000011011111011;0.693398;6848;0.809013;10
38;0000001000011110011101010110111001011111100010;0.850142;8396;0000100100010011010011011011111011011011100010;0.594066;5867;0.810452;10
39;0000100000011110010111011110111001011001110010;0.845585;8351;0000001001101001010111011110011101011001110010;0.675881;6675;0.809841;3
40;0000000100011110011101010110111001011111100010;0.852673;8421;0000000010111111011111101100101000011101100010;0.686614;6781;0.812177;8
41;0000000100011110011101010110111001011101110010;0.845889;8354;0000001000011011011111000010111001011111100011;0.628595;6208;0.810577;8
42;0000001000011110011101010110111001011111100010;0.850142;8396;0001000100101011010111001110101001001111101010;0.661908;6537;0.811051;4
43;0000001000011110011101010110111001011111100010;0.850142;8396;0001000100011010010011001111111001001111110010;0.658364;6502;0.8102;7
44;0000001000011110011101010110111001011111100010;0.850142;8396;0000001000011010011011001111011101111010110010;0.624038;6163;0.811782;7
45;0000100000011110011101001110111001011111100010;0.850243;8397;0000001000000011111001001111111101011111110000;0.565006;5580;0.808902;8
46;0000100000011110011101001110111001011111100010;0.850243;8397;0000001000101010011011010010111101011111100011;0.580397;5732;0.810978;12
47;0000000100011110011101001110111001011111100010;0.852066;8415;0000100010010101101111000010111111011101110000;0.540705;5340;0.812354;11
48;0000100000011110010111001110111001011011110010;0.847509;8370;0000010001011100111111010110101001011011100010;0.580296;5731;0.812759;6
49;0000100000011110011101010110111001011011110010;0.847813;8373;0000011000110110010011001110111101111101100000;0.629708;6219;0.813482;4
50;0000100000011110011101010110111001011011110010;0.847813;8373;1000001001001110011001011111101001010111100010;0.588295;5810;0.813367;9
51;0000001000011110011101010110111101011011100010;0.845585;8351;0010000011001100011100010110101101001111111010;0.545362;5386;0.814769;9
52;0000100000011110011111001110111001011001110010;0.846598;8361;0000000100011010011111010110101101111001110010;0.648238;6402;0.813692;8
53;0000001000011110011101010110111101011011100010;0.845585;8351;0001100001011110011011010110101011011011000010;0.623937;6162;0.815003;7
54;0000001000011110011111001110111001011101100010;0.846395;8359;0000010010010110011001011101111001011011110010;0.679324;6709;0.816804;8
55;0000000100011110011101010110111101011011100010;0.848623;8381;0110000000011010010111110110110101111101100000;0.581308;5741;0.815061;5
56;0000000100011110011101001110111001011011110010;0.85004;8395;0000001000011110110011101111111101001011100000;0.631025;6232;0.816993;10
57;0000000100011110011101001110111001011011110010;0.85004;8395;0000000010111010010011101111111000111100110010;0.55488;5480;0.817999;10
58;0000000100011110011111001110111001011101100010;0.848927;8384;0000110100010101011011001010101011011101110010;0.547388;5406;0.816889;9
59;0000100100011110010111010110111001011001110010;0.848825;8383;0100000111011010010111001110100101011101100010;0.626266;6185;0.817298;8
60;0000001000011110011101010110111001011111100010;0.850142;8396;1000000100111100110111010010111000101111100010;0.680437;6720;0.818188;12
61;0000000100011110010111001110111001011101110010;0.848724;8382;0000110000011011011011100010111101110011100010;0.546173;5394;0.818397;15
62;0000000100011110010111001110111001011101110010;0.848724;8382;0001100001011010011111011110100000011111100010;0.667375;6591;0.819241;13
63;0000000100011110010111010110111001011011110010;0.848623;8381;0000100000011110110011010010111010111001111010;0.671021;6627;0.820063;11
64;0000000100011110011101001110111001011011110010;0.85004;8395;0001100000111010000111011110101001111110100010;0.663629;6554;0.818409;16
65;0000100000011110011101001110111001011111100010;0.850243;8397;0000000000111110011001100110011101111111100010;0.691373;6828;0.818066;9
66;0000100100011110010111010110111001011001110010;0.848825;8383;1000000010101110110001001111111011001101100010;0.637505;6296;0.818478;10
67;0000000100011110011111010110111001011001110010;0.85004;8395;0010001000111010010011010010110011111111100010;0.542325;5356;0.818987;17
68;0000000100011110011111010110111001011001110010;0.85004;8395;0000000100111110010111100110101000111011110001;0.678007;6696;0.822615;30
69;0000000100011110011101010110111001011011110010;0.850648;8401;1000001000111010010111011010111011011011000010;0.607432;5999;0.822866;20
70;0000100000011110011101001110111001011111100010;0.850243;8397;0000100000110100011011010110111101011110011010;0.669907;6616;0.824014;20
71;0000000100011110011111010110111001011001110010;0.85004;8395;0000000000111110001011110111110001010111110010;0.655427;6473;0.82486;23
72;0000000100011110011111010110111001011001110010;0.85004;8395;0000000000011110011011001110111001111001111010;0.711827;7030;0.82611;26
73;0000000100011110011111010110111001011001110010;0.85004;8395;0010100000111110011011001010111001011001110010;0.694816;6862;0.826909;29
74;0000000100011110011101001110111001011011110010;0.85004;8395;0000000110111110010111001110101011011001110000;0.697651;6890;0.829807;37
75;0000000100011110011111001110111001011001110010;0.849433;8389;0011100101110100010011000110111010011100110010;0.743216;7340;0.827755;39
76;0000000100011110011111001110111001011001110010;0.849433;8389;0000010100011010110111001010111001010101111010;0.631025;6232;0.826689;47
77;0000000100011110011111010110111001011001110010;0.85004;8395;1100100000011110011110001110110101011001100010;0.741495;7323;0.829019;53
78;0000000100011110011111010110111001011001110010;0.85004;8395;0000100010011110011011010010111001011011100011;0.674767;6664;0.831114;77
79;0000000100011110011111010110111001011001110010;0.85004;8395;0000001000111110011011110111111001001011100000;0.641252;6333;0.830938;71
80;0000000100011110011111010110111001011001110010;0.85004;8395;1000000000011110010011001110111001111011110010;0.698258;6896;0.830922;76
