geração;melhor;fitness;cobertura;pior;fitness;cobertura;média;ind_repetidos
0;00010010001000000111010100101000011000000010001000000011100000010110000111000000101;0.525317;32515;10111001011010000000001001000001000010000000110010010000011111000000000010001100010;0.0150575;932;0.145271;1
1;00000110100011100111010000011100010010010100000100000000101000010010000001000000101;0.362511;22438;00010110110000010000100110001001000000000010010001111000000010000001111001010000010;0.0480968;2977;0.174178;1
2;00010010011101000111010000011100010010010100000100000000101000010010000001000000101;0.373061;23091;10100011000001110100000100001010100010010100000001000010110000000000110100010101000;0.0535576;3315;0.203301;1
3;00001000000100000011110000001001010110010000001100010000110001110110000011100000000;0.376955;23332;00000111111100100000001000001001010010100001000011100000100100100000100000100000101;0.0657555;4070;0.227429;1
4;00000010101010000011110000101110011000000100000000010000100001001101001100001000100;0.416457;25777;00010110100101010010000000100000100010011000101000100000100010100000010010100001110;0.0856114;5299;0.254495;1
5;00001000000100000011110000001001010110000000001100010000110001010110000100101000101;0.418622;25911;00011000000101001110001001100010110000011000000100000001110101000000001001000100001;0.107244;6638;0.277125;1
6;00000000000010000100110000111110011000000100001100000001110000010101001001001001100;0.436458;27015;00000011000010000010001010110000010000010001001000110011000110100110000000011000110;0.165972;10273;0.302001;2
7;10000000010001001111100000101000001010010110000100000000101000110101000101000000100;0.438607;27148;00000011100000100101100010101000000010100110010000011101001100100000000111000000000;0.162127;10035;0.322632;6
8;10110100000000001111100100101010001010000011000000000100110000010110000001000000100;0.432338;26760;10100100000000000000110010001001000111100011000100101000010000101010010000010000101;0.181159;11213;0.336223;3
9;00001000000000010111110100101010001010000011001000000100110000010110000101000000100;0.452711;28021;11000000010010000110110000101000010100101100000000011000010001001100100001000000110;0.247625;15327;0.352761;7
10;00000100000000000011110000001100011010010110010100101000110000010101000110000000100;0.46982;29080;10000110001001000011100100001010001100000110000011010110101000000000000001010000100;0.239353;14815;0.370393;3
11;00000100000000000110010001011100011000000110000100010000110000010110001010100010101;0.491114;30398;00001000001010001011110000100010001000000000001000100001110000011000100101010001011;0.228367;14135;0.37616;2
12;00001000000100000111110000001101011010000100000010010001110000010111000000010000100;0.476008;29463;00010011000000100011100000001001010010010110100001010001100000000110000000101100001;0.258757;16016;0.385971;3
13;00000010000000010111010000111100001000010010000100010010100000110101001010000000101;0.485524;30052;00101000010001100010000000011101011010000110001000100100001000010100000010000010110;0.272473;16865;0.400292;5
14;00000000000000010111110001111100011010010000000100000001110000010111000000010000100;0.490177;30340;00001000001010001011110100100010010110010000010010000000110001010010000000100100010;0.274234;16974;0.410543;6
15;00010000000000000111010001111100011010000100000010010000110000010110000111000000100;0.516431;31965;11000101000000100010010000011100001011000000001100010000100010001100010100000010101;0.294171;18208;0.414743;3
16;00010000000000000111010001111100011010000100000010010000100000010110000110000100101;0.504556;31230;00000000100100000001110001001101001000010110000100010001111000010010110000000100001;0.264718;16385;0.421247;3
17;00001000000100000010110000101000001110001110001100010011110000010110000001000000100;0.494717;30621;10101100000000000011110010000010001000000100001001100010110000010100010000101000011;0.249128;15420;0.428938;2
18;00000000100000000111010001011100011010000110000100000000110000010110001010100000101;0.503538;31167;10000010000000000111111000001110011000000110000101000010000000100100110100000001100;0.34049;21075;0.439353;5
19;00000000000100000111110000001100011010010110000000010001110000010110000101000000101;0.515009;31877;10001000100000010001110000100100010100000110000001010001110000011011010000010000100;0.294882;18252;0.442488;2
20;00000100001000001111100000101000011000000110001100010011110000010110000001000000100;0.516382;31962;00100000000010000011100001001111001110000110000000110000110000011000001010100000100;0.329456;20392;0.445008;7
21;00110000001000000111110000001100011010000010000100000000110000010111000101000000101;0.510711;31611;10100000010000000011110100101100011000010000000100010010101000000001000010001010101;0.327533;20273;0.44715;2
22;00110000001000000111110000101100011010000010000100000000110000010111000101000000100;0.521391;32272;00100000001000001111100000001101001010110000001010000001110000010010000011000100100;0.324464;20083;0.453013;2
23;00110000001000000111110000101100011010000010000100000000110000010111000101000000100;0.521391;32272;01010010001000000110010001110100001010010110000000010001110001000100101000000000001;0.344449;21320;0.455931;2
